&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& NomePEE : Nome do parque eólico equivalente
&*******;*********;**************************************************
&       ;CodPEE   ;NomePEE
&-      ;         ;
&SSSSSSS;IIIIIIIII;SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
 PEE-CAD;        1;Eolica SECO
 PEE-CAD;        2;Eolica S
 PEE-CAD;        3;Eolica NE
 PEE-CAD;        4;Eolica N
 PEE-CAD;        11;Fotovoltaica SECO
 PEE-CAD;        12;Fotovoltaica S
 PEE-CAD;        13;Fotovoltaica NE
 PEE-CAD;        14;Fotovoltaica N
&
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& PerIni : Período inicial de validade do dado
& PerFin : Período final de validade do dado
& EstadoOperEolica : Estado de operação da usina eólica no estudo
&**************;*********;*******;*******;****************
&              ;CodPEE   ;PerIni ;PerFin ;EstadoOperEolica
&-             ;         ;       ;       ;
&SSSSSSSSSSSSSS;IIIIIIIII;IIIIIII;IIIIIII;IIIIIIIIIIIIIIII
 PEE-CONFIG-PER;        1;      1;      5;centralizado
 PEE-CONFIG-PER;        2;      1;      5;centralizado
 PEE-CONFIG-PER;        3;      1;      5;centralizado
 PEE-CONFIG-PER;        4;      1;      5;centralizado
 PEE-CONFIG-PER;       11;      1;      5;centralizado
 PEE-CONFIG-PER;       12;      1;      5;centralizado
 PEE-CONFIG-PER;       13;      1;      5;centralizado
 PEE-CONFIG-PER;       14;      1;      5;centralizado
&
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& CodSubm : Código do Submercado
&********;*********;********
&        ;CodPEE   ;CodSubm
&-       ;         ;
&SSSSSSSS;IIIIIIIII;IIIIIIII
 PEE-SUBM;        1;       1
 PEE-SUBM;        2;       2
 PEE-SUBM;        3;       3
 PEE-SUBM;        4;       4
 PEE-SUBM;       11;       1
 PEE-SUBM;       12;       2
 PEE-SUBM;       13;       3
 PEE-SUBM;       14;       4
&
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& PerIni : Período inicial de validade do dado
& PerFin : Período final de validade do dado
& PotInstPEE : Capacidade (potência instalada) do parque eólico equivalente
&****************;*********;*******;*******;***************
&                ;CodPEE   ;PerIni ;PerFin ;PotInstPEE
&-               ;         ;       ;       ;MW
&SSSSSSSSSSSSSSSS;IIIIIIIII;IIIIIII;IIIIIII;FFFFFFFFFFFFFFF
 PEE-POT-INST-PER;        1;      1;      5;          99999
 PEE-POT-INST-PER;        2;      1;      5;          99999
 PEE-POT-INST-PER;        3;      1;      5;          99999
 PEE-POT-INST-PER;        4;      1;      5;          99999
 PEE-POT-INST-PER;       11;      1;      5;          99999
 PEE-POT-INST-PER;       12;      1;      5;          99999
 PEE-POT-INST-PER;       13;      1;      5;          99999
 PEE-POT-INST-PER;       14;      1;      5;          99999
 &
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& PerIni : Período inicial de validade do dado
& PerFin : Período final de validade do dado
& Pat : Índice do patamar de carga no período
& GerEolica : Valor de geração eólica
&*******************;*********;*******;*******;******;***;***********
PEE-GER-PER-PAT-CEN;1;5;5;3;30;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;31;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;31;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;31;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;32;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;32;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;32;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;33;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;33;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;33;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;34;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;34;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;34;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;35;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;35;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;35;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;36;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;36;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;36;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;37;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;37;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;37;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;38;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;38;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;38;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;39;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;39;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;39;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;40;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;40;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;40;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;41;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;41;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;41;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;42;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;42;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;42;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;43;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;43;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;43;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;44;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;44;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;44;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;45;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;45;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;45;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;46;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;46;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;46;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;47;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;47;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;47;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;48;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;48;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;48;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;49;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;49;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;49;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;50;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;50;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;50;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;51;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;51;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;51;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;52;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;52;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;52;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;53;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;53;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;53;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;54;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;54;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;54;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;55;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;55;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;55;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;56;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;56;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;56;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;57;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;57;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;57;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;58;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;58;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;58;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;59;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;59;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;59;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;60;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;60;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;60;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;61;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;61;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;61;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;62;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;62;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;62;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;63;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;63;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;63;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;64;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;64;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;64;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;65;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;65;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;65;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;66;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;66;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;66;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;67;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;67;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;67;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;68;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;68;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;68;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;69;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;69;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;69;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;70;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;70;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;70;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;71;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;71;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;71;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;72;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;72;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;72;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;73;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;73;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;73;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;74;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;74;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;74;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;75;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;75;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;75;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;76;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;76;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;76;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;77;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;77;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;77;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;78;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;78;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;78;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;79;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;79;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;79;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;80;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;80;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;80;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;81;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;81;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;81;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;82;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;82;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;82;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;83;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;83;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;83;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;84;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;84;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;84;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;85;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;85;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;85;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;86;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;86;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;86;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;87;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;87;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;87;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;88;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;88;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;88;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;89;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;89;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;89;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;90;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;90;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;90;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;91;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;91;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;91;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;92;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;92;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;92;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;93;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;93;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;93;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;94;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;94;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;94;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;95;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;95;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;95;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;96;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;96;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;96;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;97;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;97;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;97;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;98;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;98;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;98;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;99;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;99;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;99;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;100;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;100;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;100;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;101;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;101;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;101;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;102;8.8167
PEE-GER-PER-PAT-CEN;1;5;5;2;102;6.9475
PEE-GER-PER-PAT-CEN;1;5;5;3;102;5.6585
PEE-GER-PER-PAT-CEN;1;5;5;1;103;8.8167
