ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ
XXXX  XXX XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X
2025    1   0.00   0.00   0.00  -0.54  -0.25  -0.54  -0.54  -0.42  -0.56  -0.18  -0.22  -0.19    1     Usos_Consuntivos - CAMARGOS
2026    1  -0.23  -0.18  -0.45  -0.55  -0.26  -0.55  -0.55  -0.42  -0.57  -0.19  -0.22  -0.19    1     
2027    1  -0.23  -0.18  -0.45  -0.56  -0.26  -0.56  -0.56  -0.43  -0.58  -0.19  -0.22  -0.19    1     
2028    1  -0.24  -0.18  -0.46  -0.57  -0.26  -0.57  -0.57  -0.44  -0.59  -0.19  -0.23  -0.19    1     
2029    1  -0.24  -0.18  -0.47  -0.58  -0.27  -0.58  -0.58  -0.44  -0.60  -0.19  -0.23  -0.19    1     
2025    4   0.00   0.00   0.00  -3.71  -1.18  -3.43  -3.32  -2.01  -3.96  -0.66  -0.66  -0.66    1     Usos_Consuntivos - FUNIL-GRANDE
2026    4  -0.66  -0.65  -1.90  -3.79  -1.20  -3.50  -3.39  -2.05  -4.04  -0.66  -0.66  -0.66    1     
2027    4  -0.66  -0.66  -1.94  -3.87  -1.22  -3.57  -3.46  -2.09  -4.13  -0.67  -0.67  -0.67    1     
2028    4  -0.67  -0.67  -1.97  -3.95  -1.24  -3.65  -3.53  -2.13  -4.22  -0.68  -0.68  -0.68    1     
2029    4  -0.68  -0.67  -2.01  -4.03  -1.26  -3.72  -3.60  -2.17  -4.30  -0.68  -0.68  -0.68    1     
2025    6   0.00   0.00   0.00 -10.78  -4.13 -12.99 -13.37 -11.33 -11.39  -3.21  -8.75  -3.07    1     Usos_Consuntivos - FURNAS
2026    6  -3.24  -3.09  -7.01 -11.00  -4.18 -13.26 -13.65 -11.56 -11.62  -3.25  -8.92  -3.10    1     
2027    6  -3.27  -3.12  -7.14 -11.22  -4.24 -13.53 -13.93 -11.79 -11.85  -3.28  -9.09  -3.13    1     
2028    6  -3.31  -3.15  -7.26 -11.44  -4.29 -13.80 -14.21 -12.02 -12.09  -3.31  -9.26  -3.16    1     
2029    6  -3.34  -3.18  -7.38 -11.66  -4.35 -14.08 -14.49 -12.25 -12.32  -3.35  -9.42  -3.19    1     
2025    7   0.00   0.00   0.00  -1.04  -0.79  -1.40  -1.48  -1.25  -1.57  -0.61  -0.71  -0.60    1     Usos_Consuntivos - M. DE MORAES
2026    7  -0.60  -0.60  -1.22  -1.06  -0.80  -1.42  -1.50  -1.27  -1.60  -0.61  -0.71  -0.61    1     
2027    7  -0.60  -0.61  -1.24  -1.07  -0.81  -1.45  -1.53  -1.29  -1.63  -0.62  -0.72  -0.61    1     
2028    7  -0.61  -0.61  -1.26  -1.09  -0.82  -1.47  -1.55  -1.31  -1.65  -0.62  -0.73  -0.62    1     
2029    7  -0.61  -0.62  -1.28  -1.11  -0.83  -1.49  -1.58  -1.33  -1.68  -0.63  -0.74  -0.62    1     
2025    8   0.00   0.00   0.00  -0.16  -0.21  -0.42  -0.46  -0.32  -0.44  -0.07  -0.07  -0.07    1     Usos_Consuntivos - ESTREITO
2026    8  -0.07  -0.07  -0.17  -0.16  -0.21  -0.43  -0.47  -0.32  -0.45  -0.07  -0.07  -0.07    1     
2027    8  -0.07  -0.07  -0.18  -0.17  -0.21  -0.44  -0.48  -0.33  -0.46  -0.07  -0.07  -0.07    1     
2028    8  -0.07  -0.07  -0.18  -0.17  -0.22  -0.44  -0.49  -0.34  -0.47  -0.07  -0.07  -0.07    1     
2029    8  -0.07  -0.07  -0.18  -0.17  -0.22  -0.45  -0.50  -0.34  -0.48  -0.07  -0.07  -0.07    1     
2025    9   0.00   0.00   0.00  -0.19  -0.19  -0.42  -0.46  -0.30  -0.38  -0.03  -0.03  -0.03    1     Usos_Consuntivos - JAGUARA
2026    9  -0.03  -0.03  -0.18  -0.19  -0.19  -0.43  -0.47  -0.31  -0.39  -0.03  -0.03  -0.03    1     
2027    9  -0.03  -0.03  -0.18  -0.20  -0.20  -0.44  -0.48  -0.31  -0.40  -0.03  -0.03  -0.03    1     
2028    9  -0.03  -0.03  -0.18  -0.20  -0.20  -0.45  -0.49  -0.32  -0.41  -0.03  -0.03  -0.03    1     
2029    9  -0.03  -0.03  -0.19  -0.20  -0.21  -0.46  -0.50  -0.33  -0.42  -0.04  -0.04  -0.04    1     
2025   10   0.00   0.00   0.00  -0.26  -0.29  -0.52  -0.57  -0.39  -0.55  -0.12  -0.12  -0.11    1     Usos_Consuntivos - IGARAPAVA
2026   10  -0.11  -0.11  -0.29  -0.26  -0.29  -0.54  -0.58  -0.40  -0.56  -0.12  -0.12  -0.11    1     
2027   10  -0.11  -0.11  -0.30  -0.26  -0.30  -0.55  -0.59  -0.41  -0.57  -0.12  -0.12  -0.11    1     
2028   10  -0.11  -0.11  -0.31  -0.27  -0.30  -0.56  -0.61  -0.42  -0.58  -0.12  -0.12  -0.12    1     
2029   10  -0.12  -0.12  -0.31  -0.27  -0.31  -0.57  -0.62  -0.43  -0.59  -0.12  -0.12  -0.12    1     
2025   11   0.00   0.00   0.00  -2.36  -2.05  -3.73  -3.97  -3.14  -4.04  -0.78  -0.70  -0.18    1     Usos_Consuntivos - VOLTA GRANDE
2026   11  -0.18  -0.18  -1.61  -2.42  -2.10  -3.82  -4.07  -3.21  -4.14  -0.80  -0.72  -0.18    1     
2027   11  -0.18  -0.18  -1.64  -2.47  -2.14  -3.91  -4.16  -3.29  -4.23  -0.81  -0.73  -0.19    1     
2028   11  -0.19  -0.19  -1.68  -2.53  -2.19  -4.00  -4.26  -3.36  -4.33  -0.83  -0.75  -0.19    1     
2029   11  -0.19  -0.19  -1.71  -2.58  -2.24  -4.09  -4.35  -3.43  -4.42  -0.84  -0.76  -0.19    1     
2025   12   0.00   0.00   0.00  -9.22  -9.38 -15.44 -16.34 -13.99 -17.09  -4.55  -5.42  -1.49    1     Usos_Consuntivos - P. COLOMBIA
2026   12  -1.64  -1.49  -6.16  -9.43  -9.59 -15.80 -16.72 -14.31 -17.49  -4.64  -5.53  -1.51    1     
2027   12  -1.66  -1.51  -6.29  -9.63  -9.80 -16.15 -17.10 -14.63 -17.89  -4.74  -5.65  -1.53    1     
2028   12  -1.68  -1.52  -6.42  -9.84 -10.01 -16.51 -17.48 -14.96 -18.29  -4.83  -5.76  -1.55    1     
2029   12  -1.71  -1.54  -6.55 -10.05 -10.23 -16.87 -17.86 -15.28 -18.69  -4.92  -5.88  -1.56    1     
2025   14   0.00   0.00   0.00  -1.18  -0.45  -2.13  -2.23  -1.75  -1.49  -0.42  -1.31  -0.42    1     Usos_Consuntivos - CACONDE
2026   14  -0.42  -0.42  -0.61  -1.20  -0.46  -2.17  -2.27  -1.79  -1.52  -0.42  -1.34  -0.42    1     
2027   14  -0.42  -0.42  -0.62  -1.22  -0.46  -2.22  -2.32  -1.83  -1.56  -0.42  -1.37  -0.43    1     
2028   14  -0.42  -0.43  -0.63  -1.25  -0.47  -2.27  -2.37  -1.87  -1.59  -0.43  -1.39  -0.43    1     
2029   14  -0.43  -0.43  -0.64  -1.27  -0.47  -2.31  -2.42  -1.90  -1.62  -0.43  -1.42  -0.43    1     
2025   15   0.00   0.00   0.00  -2.06  -0.77  -3.13  -3.41  -2.77  -3.08  -0.29  -1.15  -0.27    1     Usos_Consuntivos - E. DA CUNHA
2026   15  -0.27  -0.27  -1.30  -2.11  -0.79  -3.21  -3.48  -2.84  -3.15  -0.29  -1.17  -0.28    1     
2027   15  -0.28  -0.28  -1.33  -2.15  -0.80  -3.28  -3.56  -2.90  -3.22  -0.29  -1.19  -0.28    1     
2028   15  -0.28  -0.28  -1.35  -2.20  -0.82  -3.35  -3.64  -2.96  -3.29  -0.30  -1.22  -0.28    1     
2029   15  -0.28  -0.28  -1.38  -2.25  -0.83  -3.43  -3.72  -3.03  -3.36  -0.30  -1.24  -0.29    1     
2025   16   0.00   0.00   0.00  -0.12  -0.05  -0.18  -0.20  -0.17  -0.19  -0.01  -0.06  -0.01    1     Usos_Consuntivos - A.S.OLIVEIRA
2026   16  -0.01  -0.01  -0.10  -0.13  -0.05  -0.19  -0.21  -0.17  -0.19  -0.01  -0.06  -0.01    1     
2027   16  -0.01  -0.01  -0.10  -0.13  -0.05  -0.19  -0.21  -0.17  -0.20  -0.01  -0.07  -0.01    1     
2028   16  -0.01  -0.01  -0.10  -0.13  -0.05  -0.20  -0.22  -0.18  -0.20  -0.01  -0.07  -0.01    1     
2029   16  -0.01  -0.01  -0.10  -0.14  -0.05  -0.20  -0.22  -0.18  -0.21  -0.01  -0.07  -0.01    1     
2025   17   0.00   0.00   0.00 -54.46 -35.49 -79.85 -86.45 -76.58 -85.81 -20.16 -46.17  -6.49    1     Usos_Consuntivos - MARIMBONDO
2026   17  -9.77  -6.50 -26.09 -55.71 -36.28 -81.72 -88.48 -78.37 -87.82 -20.57 -47.22  -6.57    1     
2027   17  -9.92  -6.57 -26.64 -56.96 -37.06 -83.59 -90.51 -80.16 -89.83 -20.98 -48.27  -6.65    1     
2028   17 -10.08  -6.65 -27.18 -58.21 -37.85 -85.46 -92.55 -81.95 -91.85 -21.40 -49.31  -6.73    1     
2029   17 -10.24  -6.73 -27.73 -59.46 -38.64 -87.33 -94.58 -83.74 -93.86 -21.81 -50.36  -6.81    1     
2025   18   0.00   0.00   0.00  -9.56  -9.82 -15.36 -16.50 -12.68 -16.11  -5.62  -9.23  -2.60    1     Usos_Consuntivos - A. VERMELHA
2026   18  -3.68  -2.60  -3.19  -9.75 -10.03 -15.69 -16.86 -12.95 -16.47  -5.72  -9.42  -2.63    1     
2027   18  -3.73  -2.63  -3.23  -9.95 -10.23 -16.03 -17.23 -13.22 -16.83  -5.82  -9.61  -2.66    1     
2028   18  -3.78  -2.65  -3.27 -10.15 -10.43 -16.37 -17.60 -13.50 -17.18  -5.92  -9.80  -2.69    1     
2029   18  -3.83  -2.68  -3.31 -10.34 -10.64 -16.71 -17.96 -13.77 -17.54  -6.03  -9.99  -2.71    1     
2025   20   0.00   0.00   0.00  -4.35  -4.69  -6.75  -7.34  -7.29  -7.69  -1.00  -0.12  -0.12    1     Usos_Consuntivos - BATALHA
2026   20  -0.12  -0.12  -2.44  -4.61  -4.97  -7.16  -7.78  -7.73  -8.16  -1.05  -0.12  -0.12    1     
2027   20  -0.12  -0.12  -2.57  -4.87  -5.25  -7.57  -8.23  -8.17  -8.62  -1.11  -0.12  -0.12    1     
2028   20  -0.13  -0.13  -2.71  -5.13  -5.54  -7.97  -8.67  -8.62  -9.09  -1.16  -0.13  -0.13    1     
2029   20  -0.13  -0.13  -2.84  -5.39  -5.82  -8.38  -9.12  -9.06  -9.55  -1.22  -0.13  -0.13    1     
2025   21   0.00   0.00   0.00  -0.97  -1.04  -1.48  -1.61  -1.60  -1.69  -0.26  -0.08  -0.08    1     Usos_Consuntivos - SERRA FACAO
2026   21  -0.07  -0.07  -0.48  -0.86  -0.93  -1.31  -1.42  -1.41  -1.49  -0.24  -0.08  -0.08    1     
